,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
x,MPB17-RAI-1010,171,Raisin rouge Thomson sans pépins,0,0,kg,6.95 €,Le kilo,1.000,1,6.95 €,6.95 €/kg,5,0.20,5.27 €,PBP17-raisinthomsonrouge.jpg,PBP17-raisinthomsonrouge.jpg,PBP17-raisinthomsonrouge.jpg,Raisin rouge Thomson sans pépins,Raisin rouge Thomson sans pépins,Raisin rouge Thomson sans pépins,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Raisin,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Raisin,,9O,,,,Italie,,Non,"La variété centennial présente des qualités gustatives exceptionnelles : avec une peau très fine, un grain charnu et sucré, un pépin inexistant, ce raisin blanc est un régal pour les papilles. Alors que nos voisins européens en raffolent depuis de nombreuses années, il arrive tout juste sur nos tables.",,,,1.000,,Raisin rouge Thomson sans pépins - Au Pas De Courses,Raisin rouge Thomson sans pépins - Pascal Bassard Primeur - Le kilo - La variété centennial présente des qualités gustatives exceptionnelles : avec une peau trè,,"re::^MPB17-PEP,re::^MPB17-RAI",
x,MPB17-ARO-1087,76,Romarin,Activé,0,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,romarin.jpg,romarin.jpg,romarin.jpg,Romarin,Romarin,Romarin,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Aromates,;;Epicier/Pascal Bassard Primeur/Aromates,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Aromates;;Epicier/Pascal Bassard Primeur/Aromates,,456789O,Stock limité,,,,,Non,,,,,0.000,,Romarin - Au Pas De Courses,Romarin - Pascal Bassard Primeur - La pièce - ,,re::^MPB17-ARO,
x,MPB17-SAL-1019,344,Roquette,Activé,0,kg,12.90 €,La portion de 100g environ,0.100,1,1.29 €,12.9 €/kg,5,0.20,0.98 €,PBP17-roquette.jpg,PBP17-roquette.jpg,PBP17-roquette.jpg,Roquette,Roquette,Roquette,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,,,,,France,,Non,,,,,0.100,,Roquette - Au Pas De Courses,Roquette - Pascal Bassard Primeur - La portion de 100g environ - ,,re::^MPB17-SAL,
,MPB17-FSE-1011,,Safran en filaments,Activé,0,pièce,5.50 €,"Le pot de 0,3g",0.000,1,5.50 €,5.5 €/pièce,5,0.20,4.17 €,PBP17-Safran.jpg,PBP17-Safran.jpg,PBP17-Safran.jpg,Safran en filaments,Safran en filaments,Safran en filaments,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Epices,;;Epicier/Pascal Bassard Primeur/Epices,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Epices;;Epicier/Pascal Bassard Primeur/Epices,,,,Jean d'Aubignac,,Iran,,Non,"Le safran est composé par les pistils extraits du crocus de couleur mauve. Il est l'élément indispensable de la paëlla valencienne, de la bouillabaisse provençale et du risotto milanais.",,,,0.000,,Safran en filaments - Au Pas De Courses,"Safran en filaments - Pascal Bassard Primeur - Le pot de 0,3g - Le safran est composé par les pistils extraits du crocus de couleur mauve. Il est l'élément indi",re::^FDB17-EPI,"re::^MPB17-EPI,re::^MPB17-FSE,re::^FDB17-EPI,re::^FDB17-PER,re::^FDB17-HUI",
x,MPB17-SAL-1142,71,Salade Batavia,Activé,0,piece,1.95 €,La pièce,,1,1.95 €,1.95 €/piece,5,0.20,1.48 €,PBP17-batavia.jpg,PBP17-batavia.jpg,PBP17-batavia.jpg,Salade Batavia,Salade Batavia,Salade Batavia,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,456789O,,,,France,,Non,"La batavia est une variété de laitue munie d’une grosse pomme de couleur vert clair ou vert jaune, qui est craquante, au goût légèrement sucré. Le terme batavia est issu du nom latin de la Hollande, batavia.","Se consomme cru, cuite ou braisée.","Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Batavia - Au Pas De Courses,"Salade Batavia - Pascal Bassard Primeur - La pièce - La batavia est une variété de laitue munie d’une grosse pomme de couleur vert clair ou vert jaune, qui est ",,"re::^MPB17-SAL,MPB17-AFR-1134",
x,MPB17-SAL-1067,70,Salade Feuille de Chêne Rouge,Activé,0,piece,1.95 €,La pièce,,1,1.95 €,1.95 €/piece,5,0.20,1.48 €,PBP17-feuillechenerouge.jpg,PBP17-feuillechenerouge.jpg,PBP17-feuillechenerouge.jpg,Salade Feuille de Chêne Rouge,Salade Feuille de Chêne Rouge,Salade Feuille de Chêne Rouge,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,456789O,,,,France,,Non,"La feuille de chêne fait partie de la famille des laitues et possède un léger gout poivré. On l'appelle également ""laitue à couper"" car elle a la particularité de repousser après une première cueillette.",,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Feuille de Chêne Rouge - Au Pas De Courses,Salade Feuille de Chêne Rouge - Pascal Bassard Primeur - La pièce - La feuille de chêne fait partie de la famille des laitues et possède un léger gout poivré. O,,"re::^MPB17-SAL,MPB17-AFR-1134",
x,MPB17-SAL-1143,70,Salade Feuille de Chêne Verte (Krisette),Activé,0,piece,1.95 €,La pièce,,1,1.95 €,1.95 €/piece,5,0.20,1.48 €,PBP17-feuillechenevertekrisette.jpg,PBP17-feuillechenevertekrisette.jpg,PBP17-feuillechenevertekrisette.jpg,Salade Feuille de Chêne Verte (Krisette),Salade Feuille de Chêne Verte (Krisette),Salade Feuille de Chêne Verte (Krisette),apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,456789O,,,,France,,Non,"La feuille de chêne fait partie de la famille des laitues et possède un léger gout poivré. On l'appelle également ""laitue à couper"" car elle a la particularité de repousser après une première cueillette.",,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Feuille de Chêne Verte (Krisette) - Au Pas De Courses,Salade Feuille de Chêne Verte (Krisette) - Pascal Bassard Primeur - La pièce - La feuille de chêne fait partie de la famille des laitues et possède un léger gou,,"re::^MPB17-SAL,MPB17-AFR-1134",
,MPB17-SAL-1066,121,Salade Frisée,Activé,0,piece,2.40 €,La pièce,,1,2.40 €,2.4 €/piece,5,0.20,1.82 €,PBP17-frisee.jpg,PBP17-frisee.jpg,PBP17-frisee.jpg,Salade Frisée,Salade Frisée,Salade Frisée,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,56789,,,,France,,Non,,,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Frisée - Au Pas De Courses,Salade Frisée - Pascal Bassard Primeur - La pièce - ,,"re::^MPB17-SAL,MPB17-AFR-1134",
x,MPB17-SAL-1145,71,Salade Laitue Rouge,Activé,0,piece,1.95 €,La pièce,,1,1.95 €,1.95 €/piece,5,0.20,1.48 €,PBP17-laituerouge.jpg,PBP17-laituerouge.jpg,PBP17-laituerouge.jpg,Salade Laitue Rouge,Salade Laitue Rouge,Salade Laitue Rouge,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,456789O,,,,France,,Non,,,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Laitue Rouge - Au Pas De Courses,Salade Laitue Rouge - Pascal Bassard Primeur - La pièce - ,,"re::^MPB17-SAL,MPB17-AFR-1134",
x,MPB17-SAL-1144,70,Salade Laitue Verte,Activé,0,piece,1.95 €,La pièce,,1,1.95 €,1.95 €/piece,5,0.20,1.48 €,PBP17-laitueverte.jpg,PBP17-laitueverte.jpg,PBP17-laitueverte.jpg,Salade Laitue Verte,Salade Laitue Verte,Salade Laitue Verte,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,456789O,,,,France,,Non,"Originaire de l'est de la Méditerranée et de l'Asie occidentale, la culture de la salade remonte à 4500 ans avant notre ère. A l'époque, on cultivait la laitue pour l'huile contenu dans ces graines. Le mot laitue vient du latin lactus, qui signifie « lait », parce qu'une substance d'aspect laiteux s'écoule de ses tiges entaillées. La laitue est une plante annuelle dont les feuilles tendres et croquantes sont habituellement vertes, ou encore rouges.",,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Laitue Verte - Au Pas De Courses,"Salade Laitue Verte - Pascal Bassard Primeur - La pièce - Originaire de l'est de la Méditerranée et de l'Asie occidentale, la culture de la salade remonte à 450",,"re::^MPB17-SAL,MPB17-AFR-1134",
,MPB17-SAL-1070,121,Salade Romaine,Activé,0,piece,1.95 €,La pièce,,1,1.95 €,1.95 €/piece,5,0.20,1.48 €,saladeromaine.jpg,saladeromaine.jpg,saladeromaine.jpg,Salade Romaine,Salade Romaine,Salade Romaine,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,456789O,,,,,,Non,,,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Romaine - Au Pas De Courses,Salade Romaine - Pascal Bassard Primeur - La pièce - ,,"re::^MPB17-SAL,MPB17-AFR-1134",
x,MPB17-SAL-1147,119,Salade Rougette,Activé,0,piece,1.50 €,La pièce,,1,1.50 €,1.5 €/piece,5,0.20,1.14 €,PBP17-rougette.jpg,PBP17-rougette.jpg,PBP17-rougette.jpg,Salade Rougette,Salade Rougette,Salade Rougette,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,345,,,,France,,Non,,,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Rougette - Au Pas De Courses,Salade Rougette - Pascal Bassard Primeur - La pièce - ,,"re::^MPB17-SAL,MPB17-AFR-1134",
,MPB17-SAL-1150,122,Salade Scarole,Activé,0,piece,2.40 €,La pièce,,1,2.40 €,2.4 €/piece,5,0.20,1.82 €,PBP17-scarole.jpg,PBP17-scarole.jpg,PBP17-scarole.jpg,Salade Scarole,Salade Scarole,Salade Scarole,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,12ND,,,,France,,Non,,,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Scarole - Au Pas De Courses,Salade Scarole - Pascal Bassard Primeur - La pièce - ,,re::^MPB17-SAL,
x,MPB17-SAL-1148,268,Salade Sucrine,Activé,0,lot,2.95 €,Le lot de 6 coeurs de salade,,1,2.95 €,2.95 €/lot,5,0.20,2.24 €,PBP17-sucrine.jpg,PBP17-sucrine.jpg,PBP17-sucrine.jpg,Salade Sucrine,Salade Sucrine,Salade Sucrine,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,,,Primaflore,,France,,Non,,,,,0.000,,Salade Sucrine - Au Pas De Courses,Salade Sucrine - Pascal Bassard Primeur - Le lot de 6 coeurs de salade - ,,"re::^MPB17-SAL,MPB17-AFR-1134",
,MPB17-LRA-1053,243,Salsifis,Activé,1,botte,6.95 €,La botte,,1,6.95 €,6.95 €/botte,5,0.20,5.27 €,PBP17-salsifi.jpg,PBP17-salsifi.jpg,PBP17-salsifi.jpg,Salsifis,Salsifis,Salsifis,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,123OND,,,,France,,Non,"Le salsifi est un légume racine au petit goût d’artichaut qui se cuisine à la poêle, en beignet ou en accompagnement d'une viande. Le salsifi proposé ici est plus précisément du scorsonère, une racine à peau noire, cultivée de la même manière que le salsifi à peau jaune. Le salsifi a peau jaune a pratiquement disparu des étals des primeurs, le scorsonère étant moins fibreux et plus savoureux. On les cultive dans les terrains sableux du nord de la Picardie et du Loiret, la récolte se faisant en hiver.","A déguster froid détaillé au couteau, accompagné d'une crème fraîche légère aux herbes ou de mayonnaise maison. Les olives noires, le jambon cru et les anchois se marient bien avec le salsifi. Il se cuit très bien à la cocotte dans du jus de viande ou à la sauteuse assaissonné d'une persillade.",,,0.000,,Salsifis - Au Pas De Courses,"Salsifis - Pascal Bassard Primeur - La botte - Le salsifi est un légume racine au petit goût d’artichaut qui se cuisine à la poêle, en beignet ou en accompagnem",MPB17-LRA-1101,,
,MPB17-EPI-1013,,Sauce Harissa,Activé,0,pot,4.95 €,Le pot de 230g,0.230,1,4.95 €,4.95 €/pot,5,0.20,3.75 €,PBP17-Harissa.jpg,PBP17-Harissa.jpg,PBP17-Harissa.jpg,Sauce Harissa,Sauce Harissa,Sauce Harissa,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Epices,;;Epicier/Pascal Bassard Primeur/Epices,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Epices;;Epicier/Pascal Bassard Primeur/Epices,,,,Shim'on Ariche,,,Kasher Parve,,"Harissa sans colorants ni conservateur. Ingrédients: Piment, ail, eau. Sous le contrôle du Beth Din de Paris",,,,0.230,,Sauce Harissa - Au Pas De Courses,"Sauce Harissa - Pascal Bassard Primeur - Le pot de 230g - Harissa sans colorants ni conservateur. Ingrédients: Piment, ail, eau. Sous le contrôle du Beth Din de",re::^FDB17-EPI,"re::^MPB17-EPI,re::^MPB17-FSE,re::^FDB17-EPI,re::^FDB17-PER,re::^FDB17-PER,re::^FDB17-HUI",
x,MPB17-ARO-1086,76,Sauge,Activé,0,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,sauge.jpg,sauge.jpg,sauge.jpg,Sauge,Sauge,Sauge,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Aromates,;;Epicier/Pascal Bassard Primeur/Aromates,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Aromates;;Epicier/Pascal Bassard Primeur/Aromates,,456789O,Stock limité,,,,,Non,,,,,0.000,,Sauge - Au Pas De Courses,Sauge - Pascal Bassard Primeur - La pièce - ,,re::^MPB17-ARO,
,MPB17-FSE-1002,,Sel de Mer,Activé,0,pièce,2.95 €,Le pot de 130g,0.130,1,2.95 €,2.95 €/pièce,5,0.20,2.24 €,PBP17-Selmer.jpg,PBP17-Selmer.jpg,PBP17-Selmer.jpg,Sel de Mer,Sel de Mer,Sel de Mer,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Epices,;;Epicier/Pascal Bassard Primeur/Epices,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Epices;;Epicier/Pascal Bassard Primeur/Epices,,,,Jean d'Aubignac,,France,,Non,Pot sans moulin intégré.,,,,0.130,,Sel de Mer - Au Pas De Courses,Sel de Mer - Pascal Bassard Primeur - Le pot de 130g - Pot sans moulin intégré.,re::^FDB17-EPI,"MPB17-FSE-1005,re::^FDB17-EPI,re::^FDB17-PER,re::^FDB17-HUI",
x,MPB17-TOM-1153,3,Tomate cerise en grappe,Activé,0,kg,9.95 €,La portion de 250g,0.250,1,2.49 €,9.95 €/kg,5,0.20,1.89 €,PBP17-tomatecerisegrappe.jpg,PBP17-tomatecerisegrappe.jpg,PBP17-tomatecerisegrappe.jpg,Tomate cerise en grappe,Tomate cerise en grappe,Tomate cerise en grappe,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,56789,,,,Espagne,,Non,Les tomates cerises sont généralement considérées comme proches des précurseurs sauvages de la tomate cultivée. Elles ont un goût sucrée et une saveur fruitée.,"La tomate cerise se consomme crue, en apéritif, ou en salade",,,0.250,,Tomate cerise en grappe - Au Pas De Courses,Tomate cerise en grappe - Pascal Bassard Primeur - La portion de 250g - Les tomates cerises sont généralement considérées comme proches des précurseurs sauvages,,"re::^MPB17-TOM,re::PB17-SAL",
,MPB17-TOM-1162,272,Véritable coeur de boeuf de Provence,Activé,1,kg,6.95 €,Les 500g,0.500,1,3.48 €,6.95 €/kg,5,0.20,2.64 €,PBP17-tomateprovence.jpg,PBP17-tomateprovence.jpg,PBP17-tomateprovence.jpg,Véritable coeur de boeuf de Provence,Véritable coeur de boeuf de Provence,Véritable coeur de boeuf de Provence,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,56789,,,,France,,Non,,,,,0.500,,Véritable coeur de boeuf de Provence - Au Pas De Courses,Véritable coeur de boeuf de Provence - Pascal Bassard Primeur - Les 500g - ,,re::^MPB17-TOM,
x,MPB17-TOM-1154,1,Tomate grappe,Activé,0,kg,2.95 €,Les 500g,0.500,1,1.48 €,2.95 €/kg,5,0.20,1.12 €,PBP17-tomategrappe.jpg,PBP17-tomategrappe.jpg,PBP17-tomategrappe.jpg,Tomate grappe,Tomate grappe,Tomate grappe,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,56789,,,,Espagne,,Non,La tomate grappe est présentée avec les tiges qui contiennent la sève et dégagent le parfum de tomate tant apprécié. Les parties vertes sont également un gage de fraicheur. ,Les tomates en grappe se prêtent à de nombreuses utilisations et est parfaite dégustée crue en salade.,,,0.500,,Tomate grappe - Au Pas De Courses,Tomate grappe - Pascal Bassard Primeur - Les 500g - La tomate grappe est présentée avec les tiges qui contiennent la sève et dégagent le parfum de tomate tant a,MPB17-TOM-1153,"re::^MPB17-TOM,re::PB17-SAL",
